Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Amaeana occidentalis","68026",""," Invertebrates","Species","332917","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Amaeana","occidentalis","WoRMS (2015). Amaeana occidentalis (Hartman, 1944). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=332917 on 2017-02-06","WoRMS","","","","","","Y"
"Amage","67719","67718"," Invertebrates","Genus","129153","","Animalia","Annelida","Polychaeta","Terebellida","Ampharetidae","Amage","","Reuscher, M.; Bellan, G. (2013). Amage Malmgren, 1866. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129153 on 2016-05-09","WORMS","","",""," 50016701","","Y"
"Amage anops","67720","67719"," Invertebrates","Species","332918","","Animalia","Annelida","Polychaeta","Terebellida","Ampharetidae","Amage","anops","WoRMS (2015). Amage anops (Johnson, 1901). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=332918 on 2016-05-09","WORMS","","",""," 5001670101","","Y"
"Amathia gracilis","",""," Invertebrates","Species","851589","","Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia gracilis","(Leidy, 1855)","WoRMS","","","","","","Y"
"Amauropsis","72879",""," Invertebrates","Genus","138236","","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Amauropsis","","Bouchet, P.; Gofas, S. (2011). Amauropsis Mörch, 1857. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=138236 on 2016-05-09","WORMS","","",""," 51037601","","Y"
"Ameletus","100996","568544"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0073","Y"
"Americhelidium","656550","94489"," Invertebrates","Genus","415039","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","","Lowry, J. (2015). Americhelidium. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=415039 on 2016-05-09","WORMS","","",""," 61693189","","Y"
"Americhelidium millsi","657120","656550"," Invertebrates","Species","546995","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","millsi","Lowry, J. (2015). Americhelidium millsi. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546995 on 2016-05-09","WORMS","","",""," 6169378989","","Y"
"Americhelidium pectinatum","657121","656550"," Invertebrates","Species","546996","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","pectinatum","Lowry, J. (2015). Americhelidium pectinatum. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546996 on 2016-05-09","WORMS","","",""," 6169318988","","Y"
"Americhelidium rectipalmum","657122","656550"," Invertebrates","Species","546997","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","rectipalmum","Lowry, J. (2015). Americhelidium rectipalmum. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546997 on 2016-05-09","WORMS","","",""," 6169318986","","Y"
"Americhelidium shoemakeri","657124","656550"," Invertebrates","Species","546990","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","shoemakeri","Lowry, J. (2015). Americhelidium shoemakeri. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546990 on 2016-05-09","WORMS","","",""," 6169378984","","Y"
"Americhelidium variabilum","657125","656550"," Invertebrates","Species","546999","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","variabilum","Lowry, J. (2015). Americhelidium variabilum. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546999 on 2016-05-09","WORMS","","",""," 6169318987","","Y"
"Americorophium","656484","93584"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Americorophium salmonis","656745","656484"," Invertebrates","Species","431328","","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","salmonis","Lowry, J. (2015). Americorophium salmonis. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=431328 on 2016-05-09","WORMS","","",""," 6169158989","","Y"
"Americorophium spinicorne","656746",""," Invertebrates","Species","431330","","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","spinicorne","Lowry, J. (2015). Americorophium spinicorne. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=431330 on 2016-05-09","WORMS","","","","","","Y"
"Ameritella carpenteri","","81032"," Invertebrates","Species","878479","","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina","carpenteri","Bouchet, P.; Rosenberg, G. (2015). Tellina carpenteri. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=575396 on 2016-05-10","WoRMS"," Tellina carpenteri","","","","","Y"
"Ameritella modesta","","81032"," Invertebrates","Species","878514","","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina","modesta","Gofas, S.; Rosenberg, G. (2015). Tellina modesta. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=582782 on 2016-05-10","WoRMS"," Tellina modesta","","","","","Y"
"Ametor","112890",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Ametropus ammophilus","101077",""," Invertebrates","Species","","","Animalia","Arthropoda","Insecta","Ephemeroptera","Ametropodidae","Ametropus","Ametropus ammophilus","Allen and Edmunds, 1976","ITIS","","","","","","Y"
"Amiocentrus","116933","116905"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0190","Y"
"Amiocentrus aspilus","116934","116933"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0075","Y"
"Amnicola","70747","70746"," Invertebrates","Genus","159972","","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Amnicolidae","Amnicola","","A. Gould & Haldeman, 1840","ITIS","","","","","","Y"
"Ampelisca","93321",""," Invertebrates","Genus","101445","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","","Dauvin, J.; Lowry, J.; Costello, M.; Bellan-Santini, D. (2016). Ampelisca. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101445 on 2016-05-09","WORMS","","",""," 61690201","","Y"
"Ampelisca agassizi","93332",""," Invertebrates","Species","158021","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","agassizi","Lowry, J. (2015). Ampelisca agassizi (Judd, 1896). In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=158021 on 2016-05-09","WORMS","","","","","","Y"
"Ampelisca brachycladus","93360",""," Invertebrates","Species","488328","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","brachycladus","Lowry, J. (2015). Ampelisca brachycladus. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=488328 on 2016-05-09","WORMS","","",""," 6169020138","","Y"
"Ampelisca brevisimulata","93347",""," Invertebrates","Species","421434","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","brevisimulata","Lowry, J. (2015). Ampelisca brevisimulata. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=421434 on 2016-05-09","WORMS","","","","","","Y"
"Ampelisca careyi","93357",""," Invertebrates","Species","422976","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","careyi","Lowry, J. (2015). Ampelisca careyi. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=422976 on 2016-05-09","WORMS","","","","","","Y"
"Ampelisca cristata","93333",""," Invertebrates","Species","421436","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","cristata","Lowry, J. (2015). Ampelisca cristata Holmes, 1908. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=421436 on 2016-05-09","WORMS","","","","","","Y"
"Ampelisca hancocki","93335",""," Invertebrates","Species","422990","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","hancocki","Lowry, J. (2015). Ampelisca hancocki. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=422990 on 2016-05-09","WORMS","","","","","","Y"
"Ampelisca lobata","93356",""," Invertebrates","Species","421438","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","lobata","Lowry, J. (2015). Ampelisca lobata. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=421438 on 2016-05-09","WORMS","","","","","","Y"
